Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Career1,Career2,Career3
C,C,D,D,A,B,D,D,C,C,B,B,Data Scientist,AI Engineer,Researcher
D,A,C,D,C,D,B,B,B,D,B,A,Entrepreneur,UI/UX Designer,Product Manager
D,B,A,B,D,C,D,C,B,B,B,B,Product Manager,UI/UX Designer,Software Developer
A,A,C,D,C,A,A,B,D,C,A,B,Cybersecurity,Backend Developer,Cloud Engineer
A,A,B,C,D,A,C,D,A,C,C,A,Cloud Engineer,Backend Developer,Cybersecurity
D,A,B,C,B,A,A,C,A,D,D,D,UI/UX Designer,Product Manager,Entrepreneur
C,B,A,B,C,C,A,C,D,C,A,A,Researcher,AI Engineer,Software Developer
C,A,C,D,D,D,D,C,B,D,A,A,AI Engineer,Data Scientist,Researcher
C,D,C,A,B,D,C,B,A,B,B,D,Researcher,Data Scientist,UX Designer
D,D,C,C,B,C,D,D,D,D,C,C,Entrepreneur,Product Manager,UX Designer
D,A,B,D,A,C,A,A,C,D,A,A,UI/UX Designer,Product Manager,Entrepreneur
D,C,B,D,D,A,B,C,A,A,D,A,UI/UX Designer,Data Scientist,Product Manager
D,D,C,D,C,C,D,A,A,D,A,A,UX Designer,Entrepreneur,Product Manager
B,B,B,B,B,C,A,C,D,B,C,C,AI Engineer,Software Developer,Data Scientist
C,A,B,D,B,B,A,A,C,C,B,D,Data Scientist,Researcher,AI Engineer
D,C,A,A,A,C,D,A,C,D,C,D,Entrepreneur,Product Manager,UI/UX Designer
D,C,D,B,B,A,C,C,C,C,A,A,Entrepreneur,Product Manager,Data Scientist
D,D,A,B,A,D,D,D,B,B,D,D,Product Manager,UI/UX Designer,UX Designer
D,B,A,A,A,A,D,A,D,A,B,C,Software Developer,UI/UX Designer,Entrepreneur
A,D,B,B,B,B,B,C,C,C,B,A,Cybersecurity,Cloud Engineer,UX Designer
B,B,C,D,C,C,A,B,A,D,A,C,Data Scientist,AI Engineer,Software Developer
A,D,B,B,D,D,C,C,C,A,A,A,UX Designer,Cybersecurity,Cloud Engineer
A,C,C,B,A,D,D,A,C,D,A,C,Backend Developer,Cloud Engineer,Data Scientist
C,D,A,D,C,C,D,B,A,D,B,A,Researcher,AI Engineer,UX Designer
A,B,B,C,D,D,B,D,B,B,B,C,Cloud Engineer,Cybersecurity,Software Developer
A,D,D,C,C,C,B,D,D,C,D,C,Cybersecurity,Backend Developer,Cloud Engineer
B,B,A,A,D,A,C,B,C,A,A,A,Data Scientist,Software Developer,AI Engineer
D,A,A,A,A,B,C,C,A,C,B,D,Product Manager,UI/UX Designer,Entrepreneur
C,B,B,A,A,C,D,C,B,C,A,B,Data Scientist,AI Engineer,Researcher
B,B,B,D,C,D,C,A,C,A,D,C,AI Engineer,Data Scientist,Software Developer
D,D,A,A,D,C,A,D,C,B,D,C,UI/UX Designer,Entrepreneur,Product Manager
D,C,B,B,D,C,A,C,B,C,D,B,Product Manager,Data Scientist,UI/UX Designer
C,D,D,B,D,C,D,C,A,A,D,B,UX Designer,Researcher,AI Engineer
D,A,C,C,D,C,D,B,B,B,A,D,Product Manager,UI/UX Designer,Entrepreneur
D,D,C,C,A,C,B,B,A,B,A,B,UX Designer,UI/UX Designer,Entrepreneur
B,A,A,A,A,C,D,D,A,C,D,C,AI Engineer,Data Scientist,Software Developer
D,A,A,B,D,A,A,A,C,C,D,B,Entrepreneur,Product Manager,UI/UX Designer
D,D,D,A,B,B,C,C,A,A,B,C,Entrepreneur,Product Manager,UX Designer
B,D,D,A,D,A,D,B,D,D,C,B,Software Developer,Data Scientist,AI Engineer
C,D,D,C,A,A,A,C,C,D,B,A,Data Scientist,AI Engineer,UX Designer
C,D,B,D,A,B,D,C,B,C,A,D,Researcher,Data Scientist,AI Engineer
C,B,D,B,D,D,B,B,B,B,B,D,Data Scientist,Software Developer,AI Engineer
B,D,D,B,A,B,C,A,B,C,D,D,UX Designer,Data Scientist,Software Developer
B,B,D,C,C,C,A,A,D,B,D,B,Software Developer,Data Scientist,AI Engineer
B,C,B,A,A,C,C,A,B,B,D,C,Data Scientist,AI Engineer,Software Developer
A,A,D,C,B,A,D,A,B,D,B,D,Cloud Engineer,Backend Developer,Cybersecurity
A,D,A,B,C,B,C,A,A,A,D,D,Backend Developer,Cloud Engineer,Cybersecurity
A,A,A,B,B,C,B,D,D,D,D,A,Cloud Engineer,Backend Developer,Cybersecurity
B,B,C,B,A,B,D,C,B,D,C,B,Software Developer,Data Scientist,AI Engineer
A,B,B,C,C,B,D,D,C,D,A,D,Cloud Engineer,Software Developer,Cybersecurity
C,A,C,C,B,D,D,A,D,A,B,B,AI Engineer,Data Scientist,Researcher
D,B,A,C,D,C,D,B,B,B,B,A,Entrepreneur,UI/UX Designer,Product Manager
B,A,B,D,A,B,B,B,A,D,A,A,Data Scientist,Software Developer,AI Engineer
A,C,D,D,A,B,D,C,D,B,B,A,Backend Developer,Cybersecurity,Cloud Engineer
C,A,D,D,A,B,B,D,C,D,D,A,Researcher,Data Scientist,AI Engineer
D,B,D,B,C,D,A,C,A,D,A,C,Product Manager,Software Developer,Entrepreneur
A,B,C,C,A,C,D,C,C,B,A,D,Cybersecurity,Backend Developer,Cloud Engineer
C,C,A,B,D,D,C,B,A,C,B,B,AI Engineer,Researcher,Data Scientist
A,A,B,A,B,A,D,D,C,C,B,C,Backend Developer,Cloud Engineer,Cybersecurity
B,C,A,B,D,A,A,D,C,B,A,B,Data Scientist,Software Developer,AI Engineer
B,D,A,B,C,B,D,A,A,A,D,B,AI Engineer,Software Developer,Data Scientist
C,C,C,B,C,D,C,D,B,C,A,A,Data Scientist,Researcher,AI Engineer
B,D,A,D,A,B,C,B,A,D,C,B,Data Scientist,AI Engineer,UX Designer
A,A,D,C,D,D,A,C,C,A,A,B,Cybersecurity,Cloud Engineer,Backend Developer
A,D,A,D,B,B,B,C,C,A,D,D,Backend Developer,Cybersecurity,UX Designer
C,B,A,C,B,D,C,D,A,D,A,D,Data Scientist,Researcher,AI Engineer
D,C,C,D,A,B,C,C,C,B,B,C,UI/UX Designer,Data Scientist,Entrepreneur
A,D,C,C,C,C,B,B,C,B,D,A,UX Designer,Cloud Engineer,Cybersecurity
B,A,B,C,C,B,C,A,B,C,C,B,Data Scientist,Software Developer,AI Engineer
C,D,D,D,D,B,A,C,D,C,A,B,Researcher,UX Designer,AI Engineer
B,D,A,D,B,A,D,C,A,C,A,A,UX Designer,Software Developer,AI Engineer
B,C,D,C,B,B,B,D,C,D,D,C,Data Scientist,Software Developer,AI Engineer
B,A,D,C,A,A,B,D,C,A,C,A,AI Engineer,Data Scientist,Software Developer
D,A,B,B,B,C,A,C,C,A,C,D,Product Manager,Entrepreneur,UI/UX Designer
C,B,A,C,C,B,B,C,B,B,C,B,Data Scientist,Researcher,Software Developer
B,D,D,A,D,D,B,B,B,A,D,A,AI Engineer,UX Designer,Software Developer
A,B,A,C,A,A,D,C,A,B,B,A,Backend Developer,Software Developer,Cloud Engineer
D,C,C,D,A,A,C,B,A,A,C,B,Entrepreneur,UI/UX Designer,Product Manager
B,C,B,B,D,D,C,A,D,D,B,B,AI Engineer,Software Developer,Data Scientist
D,C,C,B,D,D,B,B,D,B,B,A,Entrepreneur,UI/UX Designer,Product Manager
A,A,C,A,A,C,D,D,D,A,D,B,Backend Developer,Cloud Engineer,Cybersecurity
B,A,C,A,D,B,B,C,C,D,A,D,Software Developer,Data Scientist,AI Engineer
C,C,C,D,D,B,C,B,A,A,D,C,Data Scientist,AI Engineer,Researcher
D,A,C,C,C,C,C,B,D,D,B,A,Product Manager,Entrepreneur,UI/UX Designer
A,B,B,A,D,C,D,D,C,B,C,B,Software Developer,Backend Developer,Cloud Engineer
C,C,D,D,C,D,D,D,D,A,A,D,Researcher,Data Scientist,AI Engineer
A,D,C,A,C,A,C,D,A,D,D,A,Backend Developer,Cloud Engineer,UX Designer
A,B,A,C,A,D,A,D,B,C,B,A,Cybersecurity,Cloud Engineer,Software Developer
A,D,D,D,B,C,C,D,B,B,D,A,Cybersecurity,Cloud Engineer,Backend Developer
B,A,A,D,A,B,C,D,C,D,D,B,AI Engineer,Software Developer,Data Scientist
B,B,A,B,A,C,A,A,D,B,A,C,Data Scientist,Software Developer,AI Engineer
D,D,B,B,B,C,D,C,D,D,B,A,Product Manager,UI/UX Designer,Entrepreneur
B,A,C,C,B,C,C,B,C,A,B,A,Data Scientist,Software Developer,AI Engineer
D,A,A,C,C,C,C,A,A,C,B,A,Product Manager,Entrepreneur,UI/UX Designer
B,D,C,A,C,B,B,B,C,D,A,D,UX Designer,Data Scientist,Software Developer
C,D,B,B,A,B,D,D,D,D,B,D,Researcher,Data Scientist,AI Engineer
D,D,A,A,B,D,D,A,A,C,A,C,Product Manager,UI/UX Designer,UX Designer
A,A,C,D,C,A,A,B,C,B,B,D,Cybersecurity,Cloud Engineer,Backend Developer
D,C,B,C,B,C,D,A,C,A,B,A,Entrepreneur,Data Scientist,Product Manager
A,C,C,C,B,C,D,C,A,B,A,C,Data Scientist,Cloud Engineer,Backend Developer
A,B,D,B,A,A,C,A,D,B,B,A,Software Developer,Backend Developer,Cloud Engineer
D,B,A,A,D,A,C,A,C,D,C,B,Product Manager,UI/UX Designer,Entrepreneur
D,C,A,A,D,A,A,A,A,D,D,B,Data Scientist,UI/UX Designer,Product Manager
A,C,A,D,D,A,A,C,C,D,D,D,Cybersecurity,Data Scientist,Backend Developer
B,C,B,B,B,D,D,B,A,D,B,C,Data Scientist,Software Developer,AI Engineer
C,A,B,C,B,A,A,B,D,B,C,C,Data Scientist,AI Engineer,Researcher
C,C,A,B,B,D,D,C,C,C,A,C,AI Engineer,Data Scientist,Researcher
D,D,D,B,D,C,B,C,C,A,A,D,Product Manager,UX Designer,UI/UX Designer
B,B,D,A,B,B,B,D,B,B,C,C,Software Developer,AI Engineer,Data Scientist
A,C,D,B,B,A,B,A,A,C,C,B,Backend Developer,Cloud Engineer,Data Scientist
D,C,D,D,D,B,D,B,D,D,B,A,Entrepreneur,Data Scientist,Product Manager
A,B,B,A,D,C,D,D,D,B,A,B,Backend Developer,Cybersecurity,Cloud Engineer
C,A,D,D,A,A,B,A,A,A,D,C,AI Engineer,Data Scientist,Researcher
C,B,C,B,B,B,B,C,A,D,C,B,Software Developer,AI Engineer,Researcher
A,C,C,C,D,A,A,C,D,C,A,A,Cybersecurity,Backend Developer,Data Scientist
A,A,B,C,B,C,C,B,A,A,A,D,Cloud Engineer,Backend Developer,Cybersecurity
D,A,C,B,A,A,D,D,C,D,C,C,Product Manager,UI/UX Designer,Entrepreneur
D,A,C,B,C,A,D,D,A,D,B,D,Entrepreneur,Product Manager,UI/UX Designer
D,C,A,B,D,D,B,C,A,A,D,D,Entrepreneur,Data Scientist,UI/UX Designer
D,B,A,A,B,D,D,D,B,C,C,C,Product Manager,Software Developer,Entrepreneur
B,C,C,A,C,C,B,C,C,B,B,D,Data Scientist,AI Engineer,Software Developer
D,C,D,A,D,C,A,A,D,D,D,D,Data Scientist,Product Manager,Entrepreneur
C,B,C,D,B,D,D,C,A,B,C,C,Researcher,Data Scientist,AI Engineer
D,A,D,B,A,D,C,B,A,D,D,A,Entrepreneur,UI/UX Designer,Product Manager
A,B,B,B,A,C,B,C,D,B,D,D,Cybersecurity,Cloud Engineer,Software Developer
C,D,C,D,C,D,A,C,B,D,C,D,Researcher,AI Engineer,Data Scientist
D,C,D,A,D,A,D,A,A,B,B,B,Data Scientist,UI/UX Designer,Entrepreneur
A,D,C,B,B,A,A,A,C,C,D,A,UX Designer,Cybersecurity,Cloud Engineer
B,C,B,D,C,C,B,C,B,C,C,A,Software Developer,Data Scientist,AI Engineer
A,A,D,D,D,B,B,C,D,B,A,B,Cybersecurity,Backend Developer,Cloud Engineer
A,D,A,D,C,C,B,D,C,C,C,D,Cybersecurity,UX Designer,Backend Developer
D,A,A,C,B,B,C,B,C,B,D,C,UI/UX Designer,Entrepreneur,Product Manager
C,C,D,D,A,A,D,D,D,D,C,C,Researcher,AI Engineer,Data Scientist
A,B,D,A,C,C,B,C,C,B,D,A,Software Developer,Cloud Engineer,Cybersecurity
D,D,C,A,B,C,A,C,B,B,C,D,Entrepreneur,UI/UX Designer,UX Designer
B,B,A,C,A,B,C,B,A,B,D,C,AI Engineer,Software Developer,Data Scientist
D,C,C,D,D,B,A,A,C,C,A,B,Data Scientist,Product Manager,Entrepreneur
A,A,B,D,A,B,B,A,C,A,D,B,Backend Developer,Cybersecurity,Cloud Engineer
D,C,C,B,B,C,D,D,A,D,C,A,Entrepreneur,Product Manager,UI/UX Designer
A,C,D,B,A,C,C,B,A,A,D,B,Cybersecurity,Cloud Engineer,Backend Developer
B,C,A,D,C,A,A,C,D,C,B,B,Data Scientist,AI Engineer,Software Developer
B,B,D,B,A,B,B,B,C,D,B,A,Software Developer,Data Scientist,AI Engineer
A,C,D,A,A,D,D,D,D,D,B,C,Backend Developer,Cloud Engineer,Data Scientist
A,B,C,B,C,A,B,B,C,C,C,C,Software Developer,Backend Developer,Cybersecurity
D,C,C,D,A,D,D,B,A,B,D,A,Entrepreneur,Product Manager,UI/UX Designer
A,D,A,C,A,A,B,D,C,B,B,A,UX Designer,Cloud Engineer,Cybersecurity
D,B,D,C,C,B,C,D,A,D,A,B,Entrepreneur,Product Manager,UI/UX Designer
A,B,D,C,D,A,A,A,B,B,C,D,Software Developer,Cloud Engineer,Cybersecurity
D,B,A,C,C,C,D,D,B,C,B,A,Software Developer,UI/UX Designer,Entrepreneur
B,C,C,B,A,A,D,B,A,C,D,D,AI Engineer,Data Scientist,Software Developer
A,B,B,B,C,C,B,D,A,B,A,C,Software Developer,Backend Developer,Cybersecurity
A,A,B,C,A,A,A,C,B,C,C,C,Backend Developer,Cybersecurity,Cloud Engineer
A,B,C,D,A,C,C,A,D,D,D,A,Backend Developer,Software Developer,Cybersecurity
D,B,C,C,D,B,A,D,C,B,D,A,Entrepreneur,UI/UX Designer,Software Developer
A,A,B,C,B,C,D,A,C,D,D,D,Cloud Engineer,Cybersecurity,Backend Developer
D,C,C,D,B,C,A,B,A,C,D,C,Data Scientist,Entrepreneur,Product Manager
C,D,A,D,C,C,D,B,D,D,A,D,UX Designer,AI Engineer,Researcher
A,D,D,B,A,A,A,D,B,A,B,A,Cloud Engineer,Backend Developer,Cybersecurity
C,A,C,A,B,D,C,D,B,B,C,B,Researcher,AI Engineer,Data Scientist
B,D,A,C,D,A,D,A,B,A,B,C,Data Scientist,AI Engineer,Software Developer
B,A,C,B,A,D,B,C,B,B,B,C,Software Developer,Data Scientist,AI Engineer
C,C,B,B,A,D,D,C,D,D,A,C,Data Scientist,AI Engineer,Researcher
C,D,C,C,A,A,C,A,C,D,A,C,Data Scientist,AI Engineer,UX Designer
B,D,A,C,A,C,A,B,C,C,C,B,Data Scientist,AI Engineer,UX Designer
B,A,C,C,A,B,B,B,C,D,D,A,Software Developer,AI Engineer,Data Scientist
A,C,A,C,A,D,A,D,B,C,A,C,Data Scientist,Backend Developer,Cybersecurity
A,B,B,B,C,D,B,C,B,D,B,A,Cloud Engineer,Software Developer,Backend Developer
B,B,B,D,A,B,C,D,B,A,B,C,AI Engineer,Software Developer,Data Scientist
C,C,C,C,C,D,C,C,C,B,B,A,Researcher,AI Engineer,Data Scientist
D,A,B,C,B,A,B,D,D,B,D,A,Product Manager,Entrepreneur,UI/UX Designer
B,B,B,A,C,B,C,C,C,B,B,A,AI Engineer,Software Developer,Data Scientist
C,B,A,B,D,A,A,D,B,B,A,C,Software Developer,Researcher,AI Engineer
A,B,A,C,A,A,D,C,C,D,D,D,Backend Developer,Cloud Engineer,Software Developer
C,C,A,D,D,D,A,B,A,A,D,B,Data Scientist,Researcher,AI Engineer
C,C,C,A,A,A,A,C,A,C,B,B,Data Scientist,AI Engineer,Researcher
C,D,D,C,C,A,B,C,B,A,C,C,Researcher,AI Engineer,UX Designer
D,A,D,C,D,A,A,A,C,C,C,D,UI/UX Designer,Entrepreneur,Product Manager
A,C,C,C,B,C,C,B,C,D,A,B,Backend Developer,Cybersecurity,Cloud Engineer
B,C,A,A,A,B,D,D,D,C,D,D,Data Scientist,AI Engineer,Software Developer
A,A,C,D,C,A,B,D,C,B,D,C,Backend Developer,Cybersecurity,Cloud Engineer
B,A,D,A,C,C,C,C,C,A,C,B,AI Engineer,Software Developer,Data Scientist
D,A,D,D,A,A,C,C,D,A,A,D,Product Manager,UI/UX Designer,Entrepreneur
B,A,B,B,A,B,D,A,B,A,A,C,Data Scientist,Software Developer,AI Engineer
A,A,D,B,A,A,B,D,B,C,B,A,Cybersecurity,Backend Developer,Cloud Engineer
D,C,B,C,D,B,B,B,D,B,D,C,Data Scientist,UI/UX Designer,Entrepreneur
C,B,D,D,C,C,A,D,C,B,A,B,Researcher,Data Scientist,Software Developer
A,B,D,B,D,B,D,D,D,C,C,A,Backend Developer,Cloud Engineer,Software Developer
A,A,A,B,B,B,B,A,D,C,C,D,Cybersecurity,Backend Developer,Cloud Engineer
A,C,A,C,B,A,D,C,C,A,D,A,Data Scientist,Backend Developer,Cybersecurity
A,C,B,D,C,A,D,B,B,D,A,B,Backend Developer,Cybersecurity,Cloud Engineer
B,A,D,D,A,C,C,A,A,C,D,D,AI Engineer,Software Developer,Data Scientist
C,A,B,C,A,D,D,C,D,C,A,D,AI Engineer,Data Scientist,Researcher
C,D,D,A,D,A,C,A,C,A,A,A,UX Designer,Researcher,AI Engineer
C,A,C,A,D,C,B,A,B,B,A,B,AI Engineer,Data Scientist,Researcher
A,D,B,D,C,B,D,B,A,C,D,D,UX Designer,Cloud Engineer,Cybersecurity
B,C,B,B,B,C,B,D,A,A,A,C,Data Scientist,AI Engineer,Software Developer
D,A,B,A,C,B,C,A,D,A,B,B,Product Manager,UI/UX Designer,Entrepreneur
C,B,D,B,A,A,A,C,D,D,B,A,AI Engineer,Software Developer,Researcher
D,D,D,C,D,D,A,A,C,D,D,B,Product Manager,UX Designer,Entrepreneur
C,A,D,D,C,D,D,B,D,D,C,D,Data Scientist,Researcher,AI Engineer
C,B,A,D,B,B,A,A,C,A,A,D,Data Scientist,Software Developer,Researcher
D,B,A,C,C,A,A,A,A,A,D,A,Entrepreneur,Product Manager,Software Developer
C,D,B,A,C,B,D,C,A,C,D,D,Researcher,AI Engineer,UX Designer
A,C,B,D,D,B,A,B,C,D,D,D,Backend Developer,Cloud Engineer,Data Scientist
B,A,A,C,D,B,C,D,A,D,C,D,Data Scientist,AI Engineer,Software Developer
A,B,A,C,D,C,C,C,B,C,D,D,Software Developer,Cloud Engineer,Backend Developer
A,D,D,C,A,B,B,A,D,A,C,C,Cloud Engineer,UX Designer,Cybersecurity
D,C,B,A,D,D,C,D,A,B,A,B,Product Manager,Entrepreneur,UI/UX Designer
C,C,B,B,D,C,D,B,C,D,A,D,Data Scientist,Researcher,AI Engineer
B,C,D,C,D,A,A,A,B,B,B,C,AI Engineer,Data Scientist,Software Developer
C,A,C,B,D,C,C,A,D,D,B,C,Researcher,Data Scientist,AI Engineer
A,D,D,A,A,A,C,C,A,B,A,B,Backend Developer,Cybersecurity,Cloud Engineer
A,D,B,A,C,D,B,A,B,B,A,B,Cybersecurity,UX Designer,Cloud Engineer
C,C,A,C,D,B,B,B,B,C,B,D,Data Scientist,AI Engineer,Researcher
B,B,D,D,C,B,B,C,C,C,B,A,Data Scientist,AI Engineer,Software Developer
C,A,D,C,A,C,D,A,B,B,B,B,AI Engineer,Researcher,Data Scientist
B,A,B,C,B,B,B,B,B,C,D,A,Software Developer,AI Engineer,Data Scientist
D,A,D,A,D,B,D,A,B,D,A,B,UI/UX Designer,Product Manager,Entrepreneur
C,B,A,A,D,B,B,A,C,A,B,B,Researcher,Software Developer,Data Scientist
C,D,B,B,C,B,D,C,A,C,A,B,Researcher,AI Engineer,Data Scientist
A,D,D,C,A,B,D,A,D,C,C,C,Cybersecurity,Cloud Engineer,UX Designer
B,D,D,A,D,D,C,A,B,C,D,C,UX Designer,Data Scientist,AI Engineer
D,D,B,A,C,A,B,A,B,C,A,A,UI/UX Designer,Entrepreneur,UX Designer
B,B,A,B,D,B,A,C,C,B,D,A,Software Developer,AI Engineer,Data Scientist
A,D,D,B,D,A,C,A,D,C,A,D,Cybersecurity,UX Designer,Backend Developer
D,A,D,C,A,B,A,B,D,B,D,A,Product Manager,Entrepreneur,UI/UX Designer
C,D,B,A,C,C,C,C,C,B,D,C,AI Engineer,Researcher,Data Scientist
D,A,B,B,A,A,B,A,A,A,C,A,Product Manager,Entrepreneur,UI/UX Designer
D,B,B,D,B,C,B,C,D,C,A,C,UI/UX Designer,Entrepreneur,Product Manager
D,C,C,C,A,A,A,D,B,B,C,D,Data Scientist,Product Manager,Entrepreneur
A,C,D,B,C,D,A,B,B,D,D,C,Backend Developer,Cloud Engineer,Cybersecurity
A,D,D,C,B,A,B,C,B,C,C,A,Cybersecurity,Cloud Engineer,UX Designer
C,B,D,B,B,B,D,C,A,A,B,A,Data Scientist,Researcher,Software Developer
A,C,A,C,C,A,B,D,D,D,B,A,Cloud Engineer,Data Scientist,Cybersecurity
A,B,B,D,C,B,C,D,A,C,B,B,Software Developer,Cybersecurity,Backend Developer
D,D,A,A,D,C,A,A,B,C,A,C,UX Designer,UI/UX Designer,Product Manager
B,B,B,B,B,B,A,A,D,B,B,C,Data Scientist,AI Engineer,Software Developer
B,A,A,D,B,A,A,C,A,B,C,C,AI Engineer,Data Scientist,Software Developer
D,C,A,C,C,B,A,A,A,C,C,A,Entrepreneur,Product Manager,UI/UX Designer
C,A,B,A,C,B,C,D,D,D,C,D,Data Scientist,Researcher,AI Engineer
B,C,D,A,C,A,A,A,A,D,B,D,Software Developer,Data Scientist,AI Engineer
B,B,B,C,A,D,C,B,A,A,C,D,AI Engineer,Data Scientist,Software Developer
D,B,C,D,C,D,C,A,C,B,D,A,Product Manager,Software Developer,UI/UX Designer
A,A,D,D,C,D,C,C,A,B,C,D,Cybersecurity,Backend Developer,Cloud Engineer
A,D,A,D,B,C,A,C,D,A,B,B,Backend Developer,Cybersecurity,UX Designer
C,C,D,C,C,A,B,A,D,C,C,A,AI Engineer,Data Scientist,Researcher
A,A,B,C,C,C,C,A,D,C,B,C,Cybersecurity,Backend Developer,Cloud Engineer
A,C,A,B,C,C,B,C,C,A,C,A,Cloud Engineer,Cybersecurity,Backend Developer
D,B,C,A,D,B,A,B,C,A,C,B,UI/UX Designer,Software Developer,Product Manager
C,A,C,A,A,D,D,B,A,C,B,C,Researcher,Data Scientist,AI Engineer
C,C,D,A,C,A,B,D,C,A,B,C,Data Scientist,AI Engineer,Researcher
B,A,A,B,B,D,D,D,D,A,A,C,Software Developer,AI Engineer,Data Scientist
C,A,A,B,D,D,D,B,D,D,C,D,Researcher,Data Scientist,AI Engineer
B,C,A,A,A,D,D,A,D,A,A,D,Data Scientist,Software Developer,AI Engineer
B,D,A,A,B,C,C,C,B,D,A,A,Software Developer,Data Scientist,UX Designer
B,D,D,A,A,D,B,B,C,C,D,B,Data Scientist,AI Engineer,Software Developer
A,B,C,A,B,D,C,A,B,B,D,B,Cloud Engineer,Software Developer,Backend Developer
C,D,C,D,D,A,D,D,B,A,B,C,UX Designer,Data Scientist,AI Engineer
C,B,B,D,A,C,C,A,C,B,D,B,Software Developer,AI Engineer,Data Scientist
A,D,D,C,B,A,A,A,B,B,B,D,Cloud Engineer,Cybersecurity,UX Designer
B,D,D,B,A,D,C,C,D,B,C,C,Data Scientist,UX Designer,AI Engineer
D,A,B,B,C,A,D,C,C,D,D,C,Product Manager,Entrepreneur,UI/UX Designer
C,B,C,B,C,D,A,B,C,D,C,B,Software Developer,Data Scientist,Researcher
B,D,A,B,D,C,A,C,D,D,A,D,Data Scientist,UX Designer,AI Engineer
D,A,C,C,A,D,C,A,C,A,D,B,Entrepreneur,UI/UX Designer,Product Manager
C,A,C,C,A,D,A,A,A,D,A,D,Researcher,Data Scientist,AI Engineer
C,A,D,A,A,C,B,C,C,D,C,C,Data Scientist,Researcher,AI Engineer
C,B,C,D,B,A,D,B,D,D,D,A,AI Engineer,Researcher,Software Developer
A,D,B,D,C,D,B,D,D,D,D,C,Cybersecurity,Cloud Engineer,Backend Developer
A,D,A,B,C,D,C,B,B,C,C,C,Backend Developer,Cybersecurity,UX Designer
D,C,B,C,B,D,B,B,A,B,A,C,Entrepreneur,UI/UX Designer,Data Scientist
B,C,B,C,C,A,C,D,D,D,B,D,AI Engineer,Software Developer,Data Scientist
D,B,D,B,C,C,B,D,C,C,D,C,Product Manager,Software Developer,Entrepreneur
C,B,A,B,C,B,C,B,C,B,D,A,Data Scientist,Researcher,Software Developer
A,C,A,B,A,C,B,A,B,C,D,D,Data Scientist,Cybersecurity,Cloud Engineer
A,B,A,D,A,C,D,B,D,D,B,C,Cloud Engineer,Cybersecurity,Backend Developer
B,A,B,A,B,D,C,A,B,C,A,D,Data Scientist,Software Developer,AI Engineer
D,B,B,A,B,D,D,B,D,D,D,D,Product Manager,Entrepreneur,UI/UX Designer
B,D,A,B,A,D,A,C,B,C,B,A,Software Developer,Data Scientist,AI Engineer
C,B,B,A,D,D,A,C,C,A,B,D,Researcher,Software Developer,Data Scientist
D,B,C,B,A,A,A,C,D,B,A,A,Software Developer,UI/UX Designer,Product Manager
C,A,C,B,D,B,C,B,C,A,A,D,AI Engineer,Researcher,Data Scientist
B,D,C,A,B,B,A,C,D,D,D,B,AI Engineer,Software Developer,Data Scientist
D,B,D,B,A,B,A,B,A,A,B,B,Entrepreneur,Product Manager,UI/UX Designer
C,B,C,B,A,B,B,B,C,D,D,D,AI Engineer,Researcher,Software Developer
D,C,A,B,C,C,A,C,C,B,D,A,Data Scientist,UI/UX Designer,Entrepreneur
C,C,A,A,D,D,D,D,C,B,C,C,Data Scientist,Researcher,AI Engineer
C,A,C,B,A,B,D,D,C,A,A,B,Data Scientist,AI Engineer,Researcher
A,C,B,A,D,B,C,A,C,C,B,D,Backend Developer,Cloud Engineer,Data Scientist
C,D,D,D,C,C,D,A,A,B,D,A,AI Engineer,Researcher,Data Scientist
D,B,B,D,B,A,A,C,D,C,B,C,Software Developer,UI/UX Designer,Product Manager
D,B,C,D,A,A,C,D,A,B,B,D,UI/UX Designer,Product Manager,Entrepreneur
D,A,C,A,C,A,B,B,D,D,B,D,Entrepreneur,UI/UX Designer,Product Manager
D,A,A,A,B,A,B,C,D,D,C,C,Product Manager,UI/UX Designer,Entrepreneur
D,A,A,A,C,C,A,A,A,B,B,D,UI/UX Designer,Entrepreneur,Product Manager
B,C,B,B,C,B,D,B,D,C,C,B,Data Scientist,Software Developer,AI Engineer
A,C,C,A,C,B,A,D,C,D,A,A,Cybersecurity,Data Scientist,Cloud Engineer
A,C,C,C,C,A,C,D,A,A,C,C,Cybersecurity,Backend Developer,Cloud Engineer
C,A,C,A,D,B,B,B,D,B,A,A,Data Scientist,Researcher,AI Engineer
A,A,A,A,B,A,C,B,B,D,C,C,Backend Developer,Cloud Engineer,Cybersecurity
D,B,D,B,B,D,D,C,A,A,A,C,Software Developer,Product Manager,Entrepreneur
B,D,D,D,D,B,A,D,C,D,A,B,UX Designer,Data Scientist,Software Developer
B,B,D,B,B,A,C,A,C,A,D,B,Data Scientist,Software Developer,AI Engineer
C,D,D,D,A,A,C,A,A,C,C,D,Data Scientist,UX Designer,Researcher
A,D,B,C,B,C,A,A,D,A,A,C,Cybersecurity,Backend Developer,UX Designer
A,B,D,A,B,C,D,A,B,B,A,B,Backend Developer,Cybersecurity,Software Developer
D,A,C,D,D,D,B,B,B,A,A,D,Entrepreneur,UI/UX Designer,Product Manager
C,D,D,D,B,C,A,A,B,C,D,A,AI Engineer,Researcher,Data Scientist
